Image Name,Average Temperature,Min Temperature,Max Temperature,Most Frequent Temperature,class
13.6_Thermal_Image.jpg,24.97285582,20.03550296,32,25.14792899,Healthy
13.7_Thermal_Image.jpg,25.01601831,20.0295858,29.76331361,24.28994083,Healthy
14.0_Thermal_Image.jpg,26.06572455,21.03550296,33,25.29585799,Healthy
14.1_Thermal_Image.jpg,27.03609683,22.03254438,33,25.80769231,Healthy
14.2_Thermal_Image.jpg,26.41940571,21.03846154,34,26.57692308,Healthy
14.3_Thermal_Image.jpg,26.39171657,21.03550296,33,26.14792899,Healthy
14.4_Thermal_Image.jpg,26.60184846,21.04142012,35,25.84615385,Healthy
14.5_Thermal_Image.jpg,27.54653063,21.03550296,33,27.14201183,Healthy
14.6_Thermal_Image.jpg,26.31284217,21.0443787,36,26.19230769,Healthy
14.7_Thermal_Image.jpg,25.86363346,20.04142012,33.83431953,25.50887574,Healthy
14.8_Thermal_Image.jpg,25.95109348,20.0443787,35,25.19230769,Healthy
14.9_Thermal_Image.jpg,27.37233502,22.04142012,36,27.01183432,Healthy
15.0_Thermal_Image.jpg,26.06931483,22.03550296,34,22.03550296,Healthy
15.1_Thermal_Image.jpg,25.47921683,21.03550296,33,24.76331361,Healthy
15.2_Thermal_Image.jpg,25.83443787,22.02662722,30.89349112,25.54142012,Healthy
15.3_Thermal_Image.jpg,26.11844844,22.03254438,33,22.03254438,Healthy
15.4_Thermal_Image.jpg,26.13171205,22.03254438,33,22.03254438,Healthy
15.5_Thermal_Image.jpg,25.23257251,22.02366864,29.5739645,25.14792899,Healthy
15.6_Thermal_Image.jpg,24.9625359,22.0295858,32,24.98816568,Healthy
15.7_Thermal_Image.jpg,25.05244791,22.02662722,30.92011834,24.68934911,Healthy
15.8_Thermal_Image.jpg,25.83348373,22.03550296,34,22.03550296,Healthy
15.9_Thermal_Image.jpg,26.32631004,22.03550296,34,22.03550296,Healthy
16.0_Thermal_Image.jpg,25.42810152,22.0295858,32,25.22485207,Healthy
16.1_Thermal_Image.jpg,26.86428899,22.03550296,34,22.03550296,Healthy
16.2_Thermal_Image.jpg,25.78210014,21.03846154,34,25.5,Healthy
16.3_Thermal_Image.jpg,26.24177969,22.0295858,32,25.46153846,Healthy
16.4_Thermal_Image.jpg,27.07012363,22.03846154,35,26.5,Healthy
16.5_Thermal_Image.jpg,26.49966391,22.03254438,33,25.80769231,Healthy
16.6_Thermal_Image.jpg,26.37753187,22.03254438,33,25.80769231,Healthy
16.7_Thermal_Image.jpg,25.17045025,22.02662722,31,25.11538462,Healthy
16.8_Thermal_Image.jpg,25.35454794,22.02071006,28.91715976,24.75443787,Healthy
16.9_Thermal_Image.jpg,25.9814568,22.03254438,33,22.03254438,Healthy
17.0_Thermal_Image.jpg,24.92837158,21.03550296,33,21.10650888,Healthy
17.1_Thermal_Image.jpg,25.12965617,21.03550296,33,21.07100592,Healthy
17.2_Thermal_Image.jpg,24.88431758,21.03254438,32,21.03254438,Healthy
17.3_Thermal_Image.jpg,24.23217616,21.03254438,31.90236686,21.03254438,Healthy
17.4_Thermal_Image.jpg,24.76649184,21.03550296,33,21.03550296,Healthy
17.5_Thermal_Image.jpg,24.69404057,20.03846154,32.76923077,24.38461538,Healthy
17.6_Thermal_Image.jpg,24.71101423,21.0295858,31,24.46153846,Healthy
17.7_Thermal_Image.jpg,24.73996786,21.03254438,32,24.80769231,Healthy
17.8_Thermal_Image.jpg,24.01834511,21.02071006,28,23.42307692,Healthy
17.9_Thermal_Image.jpg,24.570442,21.02662722,30,24.11538462,Healthy
18.0_Thermal_Image.jpg,30.21970924,21.04142012,35,21.04142012,Healthy
18.1_Thermal_Image.jpg,32.10370927,21.0443787,36,33.86982249,Healthy
18.2_Thermal_Image.jpg,32.53369792,21.0443787,36,34.09171598,Healthy
18.3_Thermal_Image.jpg,33.25045842,21.0443787,36,34.35798817,Healthy
18.4_Thermal_Image.jpg,32.98770944,23.03846154,36,34.57692308,Healthy
18.5_Thermal_Image.jpg,29.32089008,22.04142012,36,28.71005917,Healthy
18.6_Thermal_Image.jpg,30.16498329,22.04142012,36,28.37869822,Healthy
18.7_Thermal_Image.jpg,30.28936021,21.0443787,36,26.90236686,Healthy
18.8_Thermal_Image.jpg,30.29271142,22.04142012,36,28.00591716,Healthy
19.0_Thermal_Image.jpg,27.34271417,22.03846154,35,26.5,Healthy
19.1_Thermal_Image.jpg,27.0403661,22.0295858,32,27.23668639,Healthy
19.2_Thermal_Image.jpg,27.06682408,22.0295858,32,27.14792899,Healthy
19.3_Thermal_Image.jpg,27.2952748,22.03550296,34,26.93491124,Healthy
19.4_Thermal_Image.jpg,28.09153024,22.04142012,36,26.18343195,Healthy
19.5_Thermal_Image.jpg,27.31419913,22.04142012,36,26.47337278,Healthy
19.6_Thermal_Image.jpg,26.59346606,22.02662722,31,26.76627219,Healthy
19.7_Thermal_Image.jpg,26.19517772,21.03254438,32,26.01183432,Healthy
19.8_Thermal_Image.jpg,27.09263334,22.0295858,32,27.29585799,Healthy
19.9_Thermal_Image.jpg,27.1741102,22.03550296,34,27.14792899,Healthy
2.0_Thermal_Image.jpg,23.7834088,18.04142012,32,22.84615385,Healthy
2.1_Thermal_Image.jpg,22.81906052,18.03846154,31,22.5,Healthy
2.10_Thermal_Image.jpg,20.89580996,16.03846154,29,21,Healthy
2.11_Thermal_Image.jpg,21.11849402,16.03846154,28.80769231,21.11538462,Healthy
2.12_Thermal_Image.jpg,21.94227879,17.03550296,28.96449704,21.72189349,Healthy
2.2_Thermal_Image.jpg,23.10468194,18.04142012,32,22.18343195,Healthy
2.3_Thermal_Image.jpg,23.52664634,18.0443787,33,23.19230769,Healthy
2.4_Thermal_Image.jpg,22.77056929,18.04142012,32,22.84615385,Healthy
2.5_Thermal_Image.jpg,21.64240899,17.0295858,26.9112426,19.98816568,Healthy
2.6_Thermal_Image.jpg,22.18259487,17.04142012,30.91715976,22.50887574,Healthy
2.7_Thermal_Image.jpg,22.20388604,17.0443787,31.9556213,22.19230769,Healthy
2.8_Thermal_Image.jpg,22.44574572,18.04142012,31.91715976,22.18343195,Healthy
2.9_Thermal_Image.jpg,21.79268109,17.03846154,30,22.11538462,Healthy
20.0_Thermal_Image.jpg,25.13305337,21.03550296,33,24.58579882,Healthy
20.1_Thermal_Image.jpg,25.6063821,21.04142012,35,21.08284024,Healthy
20.2_Thermal_Image.jpg,24.65302741,21.03254438,32,24.80769231,Healthy
20.3_Thermal_Image.jpg,24.58676467,21.03254438,32,24.93786982,Healthy
20.4_Thermal_Image.jpg,24.46516712,21.0295858,31,24.01775148,Healthy
20.5_Thermal_Image.jpg,24.80637419,21.02366864,29,24.64497041,Healthy
20.6_Thermal_Image.jpg,25.08430362,21.03254438,32,24.28698225,Healthy
20.7_Thermal_Image.jpg,25.06605703,21.03254438,32,21.03254438,Healthy
20.8_Thermal_Image.jpg,24.46519178,20.02662722,29,25.03254438,Healthy
20.9_Thermal_Image.jpg,24.5357027,20.02662722,29,25.08579882,Healthy
21.0_Thermal_Image.jpg,24.59894219,20.03550296,32,24.15384615,Healthy
21.1_Thermal_Image.jpg,25.50819845,21.03550296,33,25.72189349,Healthy
21.2_Thermal_Image.jpg,24.98079922,21.0295858,31,24.46153846,Healthy
21.3_Thermal_Image.jpg,25.71399921,21.03550296,33,25.15384615,Healthy
21.4_Thermal_Image.jpg,23.82962122,21.02662722,30,23.71597633,Healthy
21.5_Thermal_Image.jpg,23.53018602,20.03254438,31,23.31952663,Healthy
21.6_Thermal_Image.jpg,24.37597529,20.03254438,31,23.44970414,Healthy
21.7_Thermal_Image.jpg,25.28485285,21.03254438,32,24.80769231,Healthy
21.8_Thermal_Image.jpg,23.45175276,20.03254438,31,23.28698225,Healthy
21.9_Thermal_Image.jpg,25.15255438,20.04142012,33.87573964,24.84615385,Healthy
22.0_Thermal_Image.jpg,24.57473862,20.03846154,33,23.88461538,Healthy
22.1_Thermal_Image.jpg,24.97229258,20.04142012,34,23.81065089,Healthy
22.2_Thermal_Image.jpg,24.43746287,20.03550296,32,24.15384615,Healthy
22.3_Thermal_Image.jpg,23.65805471,20.03550296,32,23.58579882,Healthy
22.4_Thermal_Image.jpg,23.73087559,20.03550296,32,23.58579882,Healthy
22.5_Thermal_Image.jpg,24.80862465,21.03550296,33,24.58579882,Healthy
22.6_Thermal_Image.jpg,24.35559688,20.03550296,32,24.15384615,Healthy
22.7_Thermal_Image.jpg,24.25884141,20.03846154,33,24.5,Healthy
22.8_Thermal_Image.jpg,23.76417225,20.03846154,33,20.03846154,Healthy
22.9_Thermal_Image.jpg,24.68816557,20.03846154,33,24.5,Healthy
23.0_Thermal_Image.jpg,25.9672338,21.0295858,31,24.46153846,Healthy
23.1_Thermal_Image.jpg,25.99492319,21.0295858,31,24.93491124,Healthy
23.2_Thermal_Image.jpg,25.65697735,20.03254438,31,23.80769231,Healthy
23.3_Thermal_Image.jpg,26.54047234,21.0295858,31,24.46153846,Healthy
23.4_Thermal_Image.jpg,26.41880061,21.0295858,30.55621302,21.0295858,Healthy
23.5_Thermal_Image.jpg,27.51543996,21.03550296,33,21.03550296,Healthy
23.6_Thermal_Image.jpg,26.39822434,21.03846154,33.92307692,26.57692308,Healthy
23.7_Thermal_Image.jpg,27.15301652,21.03550296,33,25.93491124,Healthy
23.8_Thermal_Image.jpg,24.81316899,21.02662722,30,24.11538462,Healthy
23.9_Thermal_Image.jpg,25.51655596,21.03254438,31.67455621,21.03254438,Healthy
24.0_Thermal_Image.jpg,24.01863805,20.04142012,30.72781065,24.18343195,Healthy
24.1_Thermal_Image.jpg,24.51962107,20.03846154,33,24.5,Healthy
24.10_Thermal_Image.jpg,24.56674629,21.03846154,34,21.03846154,Healthy
24.2_Thermal_Image.jpg,25.14657465,20.04142012,34,20.04142012,Healthy
24.3.jpg,25.55320922,20.0443787,35,20.0443787,Healthy
24.4_Thermal_Image.jpg,24.96038481,20.04142012,34,20.04142012,Healthy
24.5_Thermal_Image.jpg,24.75057219,20.04142012,34,20.04142012,Healthy
24.6_Thermal_Image.jpg,24.97372466,20.03846154,32.80769231,20.03846154,Healthy
24.7_Thermal_Image.jpg,24.57778291,20.03846154,32.38461538,23.88461538,Healthy
24.8_Thermal_Image.jpg,24.06427534,20.04142012,34,20.04142012,Healthy
24.9_Thermal_Image.jpg,23.58186998,20.03254438,28.52662722,23.28698225,Healthy
25.0_Thermal_Image.jpg,25.02468309,21.03550296,33,25.15384615,Healthy
25.1_Thermal_Image.jpg,25.39217913,21.04142012,35,25.5147929,Healthy
25.2_Thermal_Image.jpg,25.36055748,21.03846154,34,24.88461538,Healthy
25.3_Thermal_Image.jpg,25.77068237,22.03254438,33,22.06508876,Healthy
25.4_Thermal_Image.jpg,26.20007574,22.03550296,34,25.58579882,Healthy
25.5_Thermal_Image.jpg,27.37009481,22.03550296,34,27.36094675,Healthy
25.6_Thermal_Image.jpg,25.72128307,21.03846154,34,26.11538462,Healthy
25.7_Thermal_Image.jpg,26.11044942,22.03846154,35,25.88461538,Healthy
25.8_Thermal_Image.jpg,25.99112175,22.03550296,34,26.61538462,Healthy
26.1_Thermal_Image.jpg,32.23325021,20.04733728,36,35.28994083,Healthy
26.2_Thermal_Image.jpg,31.54382693,19.05029586,36,34.99408284,Healthy
27.0_Thermal_Image.jpg,25.90908008,21.03846154,34,25.15384615,Healthy
27.1_Thermal_Image.jpg,26.09256294,21.03846154,34,25.15384615,Healthy
27.2_Thermal_Image.jpg,24.65034761,21.0295858,31,24.46153846,Healthy
27.3_Thermal_Image.jpg,24.59644949,21.02662722,30,24.46153846,Healthy
28.0_Thermal_Image.jpg,25.14409552,21.02366864,29,26.0887574,Healthy
29.0_Thermal_Image.jpg,25.21520661,22.03254438,33,22.03254438,Healthy
29.1_Thermal_Image.jpg,24.57311217,21.03254438,32,24.5147929,Healthy
29.2_Thermal_Image.jpg,25.66367962,21.03846154,34,24.88461538,Healthy
29.3_Thermal_Image.jpg,25.34914125,22.02662722,30.62721893,25.11538462,Healthy
3.0_Thermal_Image.jpg,22.84386256,18.04142012,32,22.18343195,Healthy
3.1_Thermal_Image.jpg,22.73198072,18.03254438,28.90236686,22.55621302,Healthy
3.10_Thermal_Image.jpg,21.71425755,18.03254438,28.34911243,21.80769231,Healthy
3.11_Thermal_Image.jpg,21.25264519,18.02662722,26.68047337,21.11538462,Healthy
3.12_Thermal_Image.jpg,21.20879025,17.03550296,29,21.15384615,Healthy
3.13_Thermal_Image.jpg,22.10018987,18.03846154,30.92307692,21.88461538,Healthy
3.14_Thermal_Image.jpg,22.07530912,18.03550296,30,21.58579882,Healthy
3.15_Thermal_Image.jpg,23.62169751,19.03846154,31.88461538,23.5,Healthy
3.16_Thermal_Image.jpg,23.39516946,18.03550296,28.47337278,23.36094675,Healthy
3.2_Thermal_Image.jpg,22.03866977,18.03254438,29,21.80769231,Healthy
3.4_Thermal_Image.jpg,22.9058042,18.0443787,33,22.52662722,Healthy
3.5_Thermal_Image.jpg,22.01377435,18.02662722,26.73372781,21.54142012,Healthy
3.6_Thermal_Image.jpg,20.83116947,18.02071006,24.39940828,18.04142012,Healthy
3.7_Thermal_Image.jpg,20.68119073,18.02071006,24.79289941,18.02071006,Healthy
3.8_Thermal_Image.jpg,21.57950935,17.04142012,31,21.39053254,Healthy
3.9_Thermal_Image.jpg,20.02901764,17.02366864,24.90532544,19.76923077,Healthy
30.0_Thermal_Image.jpg,26.76963792,23.03254438,34,26.44970414,Healthy
31.0_Thermal_Image.jpg,26.49350954,22.03254438,33,26.32840237,Healthy
31.1_Thermal_Image.jpg,26.76053199,22.03550296,34,26.15384615,Healthy
32.0_Thermal_Image.jpg,26.11907066,22.03550296,34,26.15384615,Healthy
33.0_Thermal_Image.jpg,25.88282425,22.03550296,34,25.83431953,Healthy
34.0_Thermal_Image.jpg,24.73326986,21.02662722,30,24.11538462,Healthy
35.0_Thermal_Image.jpg,24.42253232,22.02366864,30,24.39053254,Healthy
36.0_Thermal_Image.jpg,25.12345982,21.03254438,31.64201183,25.32840237,Healthy
37.0_Thermal_Image.jpg,25.24566909,21.0295858,30.8816568,25.55621302,Healthy
38.0_Thermal_Image.jpg,24.37586358,21.02071006,28,21.04142012,Healthy
39.0_Thermal_Image.jpg,25.25852181,21.03254438,32,24.44970414,Healthy
4.0_Thermal_Image.jpg,23.05947662,19.03846154,32,19.07692308,Healthy
4.1_Thermal_Image.jpg,23.14556115,19.03550296,30.82248521,23.15384615,Healthy
4.10_Thermal_Image.jpg,22.55068009,18.04142012,32,22.18343195,Healthy
4.11_Thermal_Image.jpg,23.08339484,18.0443787,33,23.19230769,Healthy
4.12_Thermal_Image.jpg,22.93890596,18.0443787,33,23.19230769,Healthy
4.13_Thermal_Image.jpg,22.87931123,18.04142012,32,22.84615385,Healthy
4.2_Thermal_Image.jpg,23.7095723,19.03550296,31,19.07100592,Healthy
4.3_Thermal_Image.jpg,23.93933388,19.04142012,33,23.72189349,Healthy
4.5_Thermal_Image.jpg,22.2580898,19.0295858,29,22.01775148,Healthy
4.6_Thermal_Image.jpg,22.06248299,17.03550296,26.23076923,21.15384615,Healthy
4.7_Thermal_Image.jpg,22.13980421,18.0295858,27.26035503,21.93491124,Healthy
4.8_Thermal_Image.jpg,22.75088282,18.0443787,33,22.48224852,Healthy
4.9_Thermal_Image.jpg,22.27337661,18.03846154,26.69230769,22.5,Healthy
40.0_Thermal_Image.jpg,25.05987566,20.03846154,33,23.88461538,Healthy
40.1_Thermal_Image.jpg,24.89912846,20.03846154,32.96153846,24.15384615,Healthy
41.0_Thermal_Image.jpg,30.53268036,21.04142012,35,31.6035503,Healthy
42.0_Thermal_Image.jpg,24.8625237,20.03846154,33,24.5,Healthy
42.1_Thermal_Image.jpg,24.91078465,20.03846154,33,24.5,Healthy
42.2_Thermal_Image.jpg,24.9740356,21.03550296,33,24.58579882,Healthy
42.3_Thermal_Image.jpg,24.56164653,20.03846154,33,23.76923077,Healthy
43.0_Thermal_Image.jpg,26.85294541,22.04142012,36,22.08284024,Healthy
44.0_Thermal_Image.jpg,26.58667833,24.02662722,33,24.05325444,Healthy
47.0_Thermal_Image.jpg,26.22872174,20.04142012,34,25.50887574,Sick
47.1_Thermal_Image.jpg,25.7713482,20.03846154,33,24.5,Sick
47.2_Thermal_Image.jpg,25.38220689,20.03846154,33,24.5,Sick
47.3_Thermal_Image.jpg,24.63368338,19.04142012,33,24.50887574,Sick
47.4_Thermal_Image.jpg,25.95292272,20.04142012,34,26.00591716,Sick
47.5_Thermal_Image.jpg,26.44767385,21.03550296,33,25.61538462,Sick
47.6_Thermal_Image.jpg,26.96196898,21.03550296,33,25.15384615,Sick
47.7_Thermal_Image.jpg,25.86138518,20.03550296,32,24.15384615,Sick
47.8_Thermal_Image.jpg,26.36377157,21.03846154,34,26.57692308,Sick
47.9_Thermal_Image.jpg,25.13103083,20.03846154,33,25.11538462,Sick
49.0_Thermal_Image.jpg,24.97292258,20.03846154,33,24.5,Sick
49.1_Thermal_Image.jpg,25.89733998,21.03846154,34,25.5,Sick
49.2_Thermal_Image.jpg,25.39222307,20.04142012,34,24.84615385,Sick
49.3_Thermal_Image.jpg,25.12068159,20.03846154,33,23.88461538,Sick
49.4_Thermal_Image.jpg,24.93356456,21.02662722,30,24.72781065,Sick
49.5_Thermal_Image.jpg,24.53626428,20.03254438,31,24.71893491,Sick
49.6_Thermal_Image.jpg,24.00346038,20.02662722,29,22.82248521,Sick
49.7_Thermal_Image.jpg,24.06230615,20.02662722,29,23.11538462,Sick
49.8_Thermal_Image.jpg,24.67258325,20.02662722,29,24.57988166,Sick
49.9_Thermal_Image.jpg,25.25907677,21.03254438,31.86982249,24.80769231,Sick
5.0_Thermal_Image.jpg,23.32222285,18.04142012,31.58579882,23.01183432,Healthy
5.1_Thermal_Image.jpg,22.94954119,18.03550296,29.89349112,22.72189349,Healthy
5.10_Thermal_Image.jpg,23.34163286,18.04142012,32,22.47337278,Healthy
5.11_Thermal_Image.jpg,22.93041271,18.03846154,31,23.11538462,Healthy
5.2_Thermal_Image.jpg,23.89295208,18.0443787,33,23.19230769,Healthy
5.3_Thermal_Image.jpg,22.94597859,18.03846154,30.65384615,23.11538462,Healthy
5.4_Thermal_Image.jpg,22.89379149,18.03846154,31,22.5,Healthy
5.5_Thermal_Image.jpg,24.31916106,19.03550296,30.68047337,23.15384615,Healthy
5.6_Thermal_Image.jpg,23.60051963,19.03550296,31,23.15384615,Healthy
5.7_Thermal_Image.jpg,23.1318142,17.04733728,33,23.29585799,Healthy
5.8_Thermal_Image.jpg,23.33712124,18.04142012,32,22.84615385,Healthy
5.9_Thermal_Image.jpg,23.65798288,18.04142012,32,22.39053254,Healthy
50.0_Thermal_Image.jpg,23.90354669,18.05029586,35,23.88461538,Healthy
50.1_Thermal_Image.jpg,24.05940337,18.05029586,35,23.88461538,Healthy
50.10_Thermal_Image.jpg,22.85154197,18.04733728,34,22.78106509,Healthy
50.11_Thermal_Image.jpg,22.98741186,18.04733728,34,22.78106509,Healthy
50.2_Thermal_Image.jpg,23.81499731,19.0443787,34,24.19230769,Healthy
50.3_Thermal_Image.jpg,23.46283553,18.04733728,34,23.53846154,Healthy
50.4_Thermal_Image.jpg,23.16762216,18.04733728,34,22.78106509,Healthy
50.5_Thermal_Image.jpg,23.28004769,18.04733728,34,18.09467456,Healthy
50.6_Thermal_Image.jpg,23.51576877,18.04733728,34,22.78106509,Healthy
50.7_Thermal_Image.jpg,23.69334309,18.03846154,30.92307692,21.88461538,Healthy
50.8_Thermal_Image.jpg,23.74668292,18.04733728,34,23.53846154,Healthy
50.9_Thermal_Image.jpg,23.81467829,18.04733728,34,23.53846154,Healthy
51.0_Thermal_Image.jpg,25.38806179,19.0443787,34,24.90236686,Healthy
51.1_Thermal_Image.jpg,25.16898982,19.04142012,32.58579882,24.50887574,Healthy
51.2_Thermal_Image.jpg,24.74860188,19.03846154,32,24.57692308,Healthy
51.3_Thermal_Image.jpg,24.22028285,18.0443787,33,23.90236686,Healthy
51.4_Thermal_Image.jpg,24.62071166,18.04733728,34,24.29585799,Healthy
51.5_Thermal_Image.jpg,24.22740058,18.04142012,31.91715976,24.00591716,Healthy
51.6_Thermal_Image.jpg,24.1586255,18.03846154,30.42307692,23.57692308,Healthy
51.7_Thermal_Image.jpg,24.07984678,18.04733728,34,23.53846154,Healthy
51.8_Thermal_Image.jpg,24.40365606,18.04733728,34,23.53846154,Healthy
52.0_Thermal_Image.jpg,25.19747818,18.04142012,32,24.00591716,Healthy
52.1_Thermal_Image.jpg,25.0945279,18.04142012,31.83431953,24.00591716,Healthy
52.2_Thermal_Image.jpg,23.92941335,17.04142012,31,22.50887574,Healthy
52.3_Thermal_Image.jpg,23.5019861,18.03254438,28.93491124,21.18934911,Healthy
6.0_Thermal_Image.jpg,22.60343057,17.0443787,32,22.90236686,Healthy
6.1_Thermal_Image.jpg,23.20184173,18.04142012,32,23.50887574,Healthy
61.0_Thermal_Image.jpg,26.35828571,23.02071006,30,25.50591716,Healthy
61.1_Thermal_Image.jpg,27.23575618,23.0295858,32.8816568,23.0591716,Healthy
61.10_Thermal_Image.jpg,26.32267155,23.0295858,33,23.0591716,Healthy
61.11_Thermal_Image.jpg,27.17368796,24.02366864,31.73964497,24.04733728,Healthy
61.12_Thermal_Image.jpg,24.73970651,22.02366864,29.95266272,24.39053254,Healthy
61.13_Thermal_Image.jpg,24.38984915,22.02366864,30,22.04733728,Healthy
61.2_Thermal_Image.jpg,25.89901192,21.03254438,30.24260355,24.31952663,Healthy
61.3_Thermal_Image.jpg,26.90884885,23.02366864,30.50295858,27.07100592,Healthy
61.4_Thermal_Image.jpg,26.30584819,22.03550296,34,26.29585799,Healthy
61.5_Thermal_Image.jpg,25.91253053,21.03846154,34,21.11538462,Healthy
61.6_Thermal_Image.jpg,27.61359616,23.03254438,34,26.31952663,Healthy
61.7_Thermal_Image.jpg,26.41948803,23.02366864,30.76331361,25.76923077,Healthy
61.8_Thermal_Image.jpg,27.23352545,23.0295858,33,23.0887574,Healthy
61.9_Thermal_Image.jpg,25.82265283,23.0295858,33,23.0887574,Healthy
62.0_Thermal_Image.jpg,26.79924154,20.0443787,35,26.34615385,Healthy
62.1_Thermal_Image.jpg,26.34459802,20.04142012,34,25.50887574,Healthy
62.10_Thermal_Image.jpg,28.58021039,22.03846154,35,27.38461538,Healthy
62.11_Thermal_Image.jpg,28.62100936,22.03846154,35,27,Healthy
62.12_Thermal_Image.jpg,29.133054,22.03846154,35,26.5,Healthy
62.13_Thermal_Image.jpg,29.27148046,22.03846154,35,31.84615385,Healthy
62.14_Thermal_Image.jpg,29.33232008,22.03846154,35,26.65384615,Healthy
62.2_Thermal_Image.jpg,27.99542263,22.04142012,36,26.72189349,Healthy
